CancelledService,AccountWeeks,RecentRenewal,DataPlan,DataUsage,CustServCalls,AvgCallMinsPerMonth,AvgCallsPerMonth,MonthlyBill,OverageFee
0,144,1,1,1,0,105,86,39,6.09
0,92,1,0,0,0,249.4,118,61,10.58
0,86,1,0,0,0,83.5,96,33,11.06
0,33,0,0,0,1,190.6,100,47,8.09
0,132,1,1,1.92,2,113.2,96,62.2,13.5
0,68,1,0,0,2,219.6,97,50,7.06
0,130,1,0,0.32,0,252,101,61.2,8.51
1,92,0,0,0,1,62.6,111,26,9.03
0,175,1,0,0,1,132,95,43,11.56
1,162,1,0,0.33,2,217.6,87,64.3,13.95
0,65,1,0,0,1,136.1,112,47,13.65
0,105,1,0,0,1,101.4,48,31,7.96
0,95,1,0,0.44,3,156.6,88,52.4,12.38
0,65,1,0,0,3,211.3,120,50,8.13
0,51,1,1,3.02,1,236.8,61,93.2,13.17
0,103,1,0,0,1,160.8,91,41,7.79
0,116,1,0,0.2,1,146.4,123,42,8.83
0,130,1,0,0.23,1,115.6,129,36.3,8.39
0,77,1,0,0.14,2,230,87,49.4,5.16
0,107,1,0,0,1,230.4,65,62,12.87
0,115,1,0,0,3,147.9,109,45,11.42
1,129,1,0,0,0,334.3,118,74,9.61
0,84,1,0,0,1,146.8,133,40,8.59
0,124,1,0,0,0,194,103,54,12.05
1,37,0,0,0,0,172.9,119,45,9.15
0,67,1,0,0.31,2,129,78,41.1,9.4
0,48,1,1,2.05,1,198,70,77.5,13.69
1,152,0,1,3.83,9,237.5,120,100.3,12.67
0,119,1,0,0,1,133.4,102,41,10.23
0,144,1,0,0,2,177.5,93,55,14.37
0,102,1,0,0,2,186.8,92,47,8.69
0,119,1,0,0,1,94.2,108,39,13.21
0,69,1,0,0,0,196.1,87,54,11.84
0,127,0,0,0.26,2,180.9,114,51.6,10.48
0,94,1,0,0.15,0,139.4,95,39.5,7.96
0,100,1,0,0,1,218.8,125,50,7.42
0,59,1,0,0.27,2,166.3,95,51.7,11.97
0,121,1,0,0,1,177.2,142,41,6.18
0,110,1,0,0,3,188,127,40,4.53
0,78,1,0,0.34,0,140.7,77,44.4,9.76
0,156,0,0,0.2,1,277,119,70,11.92
0,172,1,0,0,3,215.7,140,50,7.32
0,54,1,1,3.05,2,112,90,67.5,10.4
0,81,1,1,2.62,0,210.4,100,81.2,11.28
0,93,1,0,0,0,173,131,46,9.52
0,66,1,0,0.24,1,87.6,76,40.4,13.1
0,100,1,0,0,1,185,122,47,9.13
0,87,1,0,0,3,184.5,81,46,8.6
0,121,1,0,0,1,168.6,121,43,8.43
0,86,1,0,0.35,0,216.3,96,63.5,13.32
1,148,1,0,0,2,279.3,104,65,10.08
0,46,1,0,0.26,2,214.1,72,53.6,8.22
0,186,1,0,0,1,137.8,97,40,9.39
0,165,1,0,0,6,154.2,91,50,13.43
0,148,1,0,0,1,86.3,134,36,12.33
0,146,1,0,0,2,169.5,93,49,11.55
0,122,1,0,0,1,168.3,96,37,4.38
0,147,1,1,3.73,5,254.2,78,100.3,11.41
1,179,1,0,0,0,287.3,123,74,14.4
1,110,0,0,0,0,293.3,79,66,9.43
0,87,1,0,0,1,156.8,93,45,10.79
0,148,1,0,0.45,1,185.2,87,50.5,8.52
0,107,1,0,0,1,103.4,94,34,9.47
0,88,1,0,0.26,3,144.3,116,40.6,7.82
0,101,1,0,0,5,232.7,114,56,9.32
0,99,1,0,0,4,198.2,87,52,10.37
0,57,1,1,3.19,1,201.2,76,90.9,14.01
0,139,1,0,0,4,181.6,119,60,16.79
0,67,1,1,2.54,1,230.6,40,81.4,9.46
0,123,1,1,3.38,1,198.7,127,88.8,12.45
0,48,1,1,3.56,1,141.1,109,79.6,11.24
0,75,1,1,2.48,0,214.1,62,78.8,10.05
0,78,1,0,0,0,220,95,53,9
1,97,1,1,2.32,2,90,87,62.2,13.82
1,86,0,0,0,2,162.4,131,42,8.35
1,105,1,0,0,0,270.9,98,66,11.31
1,95,0,0,0,1,165.5,84,53,14.31
1,64,0,0,0,1,225.3,134,48,5.41
0,150,1,0,0,1,169.2,123,48,10.84
0,204,1,0,0,3,205.2,145,49,7.74
1,128,1,0,0,1,227.9,130,65,15.13
0,65,1,0,0.33,0,195.4,110,52.3,9.06
0,157,1,0,0,3,229.8,90,52,7.4
0,138,1,0,0,0,220.2,89,45,4.42
0,147,1,0,0,3,248.6,83,55,7.45
0,96,1,1,2.3,1,150,91,63,7.97
1,121,1,0,0,0,170.4,108,59,17.53
0,140,1,0,0.28,3,129.6,79,45.8,12.31
0,83,1,1,3.02,0,95,89,61.2,8.4
0,49,1,1,2.16,3,214.4,78,78.6,11.76
0,3,1,0,0,4,139,99,45,12.54
1,76,0,0,0.3,1,273.3,66,72,13.18
1,77,1,1,3.11,4,135.9,117,75.1,12.23
0,170,1,0,0.21,0,246.4,107,64.1,11.41
0,132,1,0,0,1,117.6,66,39,10.7
0,155,1,1,2.32,0,195.9,91,75.2,10.7
0,93,1,0,0,0,149.6,120,43,10.04
0,165,1,0,0,1,242.9,126,60,10.49
0,64,1,0,0.26,3,124.1,117,40.6,9.64
0,31,1,0,0,0,177.3,129,44,7.64
0,42,1,0,0,0,196.5,89,54,12.07
0,146,0,0,0,1,111.1,126,46,15.67
0,105,1,0,0.33,1,193.7,108,52.3,9.16
0,74,1,0,0,1,165.3,120,45,9.93
0,88,1,0,0,3,138.3,116,44,11.8
0,91,1,1,1.67,1,146.1,98,65.7,13.87
0,74,1,0,0.34,0,187.7,127,49.4,8.17
0,104,1,1,3.62,2,182.1,66,86.2,10.68
1,123,1,0,0,5,242.2,87,61,11.31
1,96,1,0,0,1,276.9,105,69,12.35
0,157,1,0,0,3,276.2,95,62,8.29
0,112,1,1,2.62,0,183.2,95,79.2,12.64
0,165,1,1,2.57,3,167.4,113,69.7,8.64
0,141,1,1,2.16,4,185.4,87,68.6,8.93
0,113,1,0,0,1,155,93,55,16.53
0,90,1,0,0.28,2,114.4,122,33.8,6.39
0,120,1,0,0,0,221.3,106,61,13.38
0,61,1,0,0,1,197.3,67,57,13.23
0,84,1,0,0,0,169.5,96,43,7.88
0,23,1,0,0,6,190.2,89,47,8.32
0,127,1,1,3.29,2,129.7,115,68.9,8.04
1,111,1,0,0,0,249.8,109,64,12.12
0,140,1,0,0.26,1,162.6,98,48.6,10.31
0,120,1,0,0,2,252,120,56,7.51
0,99,1,1,2.46,1,200.7,88,81.6,13.21
0,121,1,0,0,1,150.7,105,43,9.87
0,44,1,0,0.32,1,143.2,77,42.2,8.49
0,38,1,1,4.1,2,115.4,98,75,8.31
0,100,1,0,0.33,4,210.9,85,67.3,16.47
0,84,1,0,0.26,2,190.2,102,52.6,9.89
0,36,1,0,0,2,177.9,129,50,11.23
0,64,1,1,1.22,0,94.4,104,40.2,6.81
0,51,1,0,0,1,232.4,109,56,9.37
0,85,1,0,0,2,96.7,97,33,9.69
0,30,1,0,0,3,145,76,46,12.04
0,132,1,1,3.11,0,182.9,54,87.1,14.62
1,37,1,0,0,2,239.9,120,64,13.08
0,74,1,0,0,2,124,102,44,13.11
0,81,1,0,0,3,183.6,116,45,7.63
0,62,1,0,0,3,186.8,94,50,10.38
1,144,1,0,0.21,4,61.6,117,20.1,3.86
1,91,0,0,0,2,246.4,110,58,9.1
0,163,1,1,3.73,2,219.6,99,93.3,10.52
0,147,0,1,2.19,3,219.9,118,77.9,10.43
1,21,1,0,0,5,92.6,95,30,8.1
1,133,1,1,3.81,2,174,80,86.1,10.47
0,21,1,0,0,0,146,78,35,5.49
0,131,1,0,0,2,263.4,123,58,7.6
0,95,1,0,0,1,135,99,39,9.18
0,114,1,1,3.51,0,222.8,98,89.1,9.03
0,154,1,0,0,0,166.9,99,42,7.75
1,88,1,0,0,1,264.8,124,66,12.27
0,88,1,0,0,3,183.5,93,46,8.53
0,105,1,1,2.19,2,236.5,111,72.9,5.85
0,156,1,0,0.42,1,150.5,106,43.2,7.65
0,117,1,1,2.35,2,205.7,98,70.5,6.81
0,67,1,1,2.67,2,115.6,111,66.7,11.89
0,57,1,0,0,3,161,113,46,10.4
1,75,0,0,0,4,211.3,61,45,5.28
0,64,1,1,3.59,1,154.6,92,69.9,4.17
0,184,1,1,2.75,0,200.3,76,83.5,12.68
1,55,0,0,0.32,1,191.9,91,58.2,12.81
0,129,1,0,0,4,143.7,114,50,14.89
0,110,1,0,0.33,1,208,69,47.3,4.76
0,65,1,0,0,1,116.8,87,36,8.95
0,71,1,1,3.54,1,115.4,90,74.4,10.87
0,173,1,0,0,0,172.5,78,42,7.13
1,79,1,0,0,3,261.7,97,63,10.53
0,46,1,0,0.21,1,210.2,92,58.1,11.37
0,120,1,0,0,1,165,100,56,15.86
0,176,1,0,0,3,223.2,76,57,10.72
0,131,1,0,0,2,196.1,89,50,9.28
0,141,1,0,0.24,2,160.1,87,52.4,12.84
0,87,1,0,0.29,1,228.7,90,55.9,8.15
0,90,1,1,1.57,1,150.1,109,64.7,13.24
0,189,1,0,0,3,208.3,106,56,11.84
1,113,1,0,0,1,272.1,111,70,13.43
0,20,1,0,0,2,186.8,89,54,12.67
0,48,1,1,2.16,1,172,111,68.6,10.01
0,92,1,0,0.27,2,181.4,98,47.7,8.23
0,105,1,1,2.3,0,193.5,85,75,11.01
0,50,1,0,0,3,188.9,94,50,10.2
1,117,0,0,0,1,287.4,118,71,12.98
0,189,1,1,4.16,1,155.2,116,84.6,9.78
0,177,1,1,2.81,1,230.2,106,84.1,9.81
0,128,1,1,3.78,1,171.2,88,79.8,7.29
1,45,1,0,0,1,78.6,106,30,9.37
1,170,1,0,0,1,285.7,44,63,8.38
0,61,0,0,0,2,78.2,103,30,9.8
0,40,0,0,0.23,0,220.8,100,63.3,13.29
0,74,1,1,3.94,2,193.7,91,93.4,12.31
0,113,1,0,0,2,156,141,49,12.84
0,68,1,0,0,3,148.8,70,47,12.33
0,102,1,1,3.86,0,214.7,86,102.6,15.72
0,64,1,0,0,2,174.5,98,45,9.01
0,87,1,0,0,4,256.2,105,58,8.04
0,27,1,0,0,0,193.8,102,44,5.95
0,126,0,1,2.59,1,129.3,123,62.9,8.83
0,116,1,0,0,1,51.1,106,27,10.43
1,68,0,1,3.65,1,195.5,113,84.5,8.58
0,82,1,0,0,0,101,93,31,7.78
0,110,1,0,0.3,1,222.7,94,50,5.29
0,63,1,0,0,3,132.9,122,29,3.35
0,117,1,0,0,2,181.5,95,49,10.26
0,128,1,0,0,0,125.2,99,39,10.27
0,57,1,0,0,0,169.6,96,49,11.74
0,157,1,0,0,1,152.7,105,48,12.88
0,108,1,0,0,0,210.6,117,50,8.21
1,149,1,0,0,4,119.2,88,35,8.42
0,95,1,0,0,1,237.3,83,54,7.7
0,30,1,0,0,2,162.3,96,49,12.2
0,101,1,0,0.25,3,217.7,118,59.5,11.59
0,90,1,0,0.32,2,157.9,72,50.2,11.7
0,84,1,0,0.27,1,86,83,39.7,13.04
0,127,1,1,2.08,1,235.6,124,81.8,11.84
0,87,1,1,1.92,2,240.8,102,67.2,3.8
0,68,1,0,0,2,143.6,80,36,6.72
0,110,1,0,0,4,242.5,110,56,8.12
0,72,1,0,0,1,138.9,111,42,10.58
1,115,1,0,0,1,245,97,63,12.54
0,112,1,0,0,0,166,79,35,3.73
1,39,1,0,0,1,295.4,126,70,11.61
0,87,1,0,0,0,58,125,16,3.38
1,56,1,0,0.16,4,162.3,99,42.6,7.46
0,89,1,1,2.35,1,209.9,113,80.5,12.49
0,43,1,0,0.26,2,159.5,99,40.6,5.99
0,123,1,1,3.56,1,305.2,80,101.6,7.83
0,209,1,0,0,3,227.2,128,61,12.92
0,107,1,1,3.21,1,201.8,79,93.1,15.25
0,20,1,1,1.92,0,171.5,98,62.2,7.66
1,51,1,0,0,1,229.7,129,68,16.8
0,62,1,0,0,1,281,66,62,8.03
0,64,1,1,2.03,1,291.1,150,89.3,11.34
0,88,1,0,0,2,65.4,97,26,8.41
0,157,1,0,0,2,240.2,67,54,7.65
1,95,1,0,0,2,269,120,66,11.69
0,122,1,0,0.39,1,170.5,94,47.9,8.69
0,116,1,0,0,0,129.4,84,36,7.87
0,85,1,0,0,3,255.3,114,60,9.73
1,42,1,0,0,1,303.9,106,72,11.61
1,108,1,1,2.59,4,162.1,83,68.9,8.59
1,172,1,0,0,2,270,102,68,12.83
0,177,1,0,0,1,175.7,120,45,8.43
0,77,1,0,0,1,142.3,112,51,15.32
0,13,1,0,0,4,193.2,89,50,9.72
0,109,1,1,2.86,5,230.5,116,90.6,13.29
0,83,1,1,2.35,3,272.5,105,91.5,12.65
0,101,1,0,0,1,220.3,124,54,9.43
0,92,0,0,0,0,255.8,125,56,7.14
0,63,1,1,3.32,1,152.2,119,79.2,11.36
0,87,1,0,0,1,237.2,124,60,11.13
1,75,1,0,0,2,314.6,102,68,8.49
0,205,1,0,0.32,2,49.9,123,25.2,7.54
1,99,1,1,2.51,2,216,125,82.1,11.62
0,128,1,0,0,1,148.5,105,46,12.15
0,74,1,0,0,0,221.1,124,48,5.54
0,110,1,0,0.34,1,192.6,102,51.4,8.95
1,119,1,0,0,5,159.1,114,47,11.57
0,111,1,1,3.02,3,166.2,54,79.2,11.94
0,81,1,0,0,1,145.4,132,36,6.47
0,67,1,0,0.35,1,215.5,102,56.5,9.54
0,180,1,0,0.4,1,143.3,134,44,9.03
0,37,0,1,2.48,1,149.7,122,68.8,10.56
0,129,0,0,0.39,1,192.9,131,52.9,9.28
0,91,1,0,0,3,203.1,106,53,10.51
0,136,1,0,0,1,152.6,97,44,10.45
0,107,1,0,0,1,157.1,79,41,8.13
0,130,1,1,2,0,185,117,73,12.48
0,118,1,1,3.43,2,91.5,125,69.3,11
0,95,1,0,0,2,142.5,109,40,8.81
0,89,1,0,0,1,179.7,128,57,14.99
0,85,1,0,0.25,0,127.9,107,47.5,13.56
0,53,1,0,0,2,184.8,98,50,10.82
0,125,1,0,0,0,224.9,102,51,7.19
0,41,1,1,1.94,0,213.8,102,68.4,7.09
0,65,1,0,0,1,111,51,38,10.99
0,82,1,0,0,1,154,107,35,4.72
0,68,1,1,1.3,3,82.5,97,52,14.5
0,143,1,1,3.13,1,186.6,69,82.3,11.1
0,152,1,0,0.22,2,101.2,122,32.2,7.08
0,168,1,1,3.08,2,97.4,57,64.8,10.18
0,84,1,1,2.89,1,89.7,87,56.9,6.93
0,96,1,0,0,1,179.5,125,45,8.12
0,109,1,0,0,1,222.2,113,57,10.93
0,47,1,1,2.11,1,141.3,94,60.1,8.4
0,103,1,0,0.38,2,70.9,134,27.8,6.73
0,111,1,0,0,3,146.2,55,48,13.08
0,61,0,1,3.05,0,143.5,76,76.5,12.13
0,98,1,1,3.46,3,179.9,97,81.6,9.46
0,43,1,0,0,1,168.4,125,50,12.19
0,137,1,0,0.29,2,141.1,91,39.9,7.36
0,36,1,1,2.43,2,281.4,102,90.3,10.11
0,28,1,0,0,0,187.8,94,54,12.43
0,98,1,1,1.19,4,161.2,114,60.9,12.61
0,146,1,0,0,1,109,69,42,13.29
0,95,1,0,0,1,183.4,98,56,14.07
0,143,1,0,0,2,194.3,99,44,6.18
0,64,0,0,0.26,3,146.7,83,40.6,7.42
1,108,1,0,0,4,112,105,36,9.69
0,109,1,0,0.42,2,218.9,105,67.2,15
0,83,1,0,0,0,117.9,101,34,8.02
1,92,0,0,0.21,2,130.7,113,47.1,13.03
0,119,1,0,0,0,124.3,68,39,10.36
0,90,1,1,2.08,1,183.8,76,71.8,11.49
0,87,1,1,0,1,151.4,95,39,7.62
0,197,1,0,0,0,233.9,96,59,10.95
0,85,1,1,3.11,1,173.1,107,82.1,12.36
1,98,1,0,0.2,0,217.2,121,65,15.17
0,129,1,0,0,0,139.5,119,49,14.47
1,135,1,0,0,5,263.8,66,67,12.57
0,32,1,0,0,1,157.9,88,43,9.04
0,60,1,0,0,1,220.6,57,56,10.56
0,120,1,1,0,1,128.5,115,36,8.19
0,94,1,0,0,3,118.7,90,38,10.26
0,92,1,0,0,2,139.8,98,39,8.75
0,212,1,0,0,1,126,96,34,7.22
0,148,1,0,0,1,208.4,120,51,8.72
0,86,1,1,3.21,3,253.1,112,93.1,10.51
0,95,1,0,0,2,167.6,96,44,8.8
0,38,1,0,0,2,117.3,114,38,10.44
1,100,1,0,0.2,2,264.5,117,64,9.7
0,107,0,0,0,2,194.4,83,55,12.39
0,21,1,1,3.48,3,132.7,94,74.8,10.23
0,117,1,0,0,1,143.3,103,43,10.57
0,168,1,1,1.97,2,175.9,70,67.7,10.59
0,37,0,0,0,2,106.6,76,31,7.37
0,108,1,0,0,1,215.6,78,54,9.77
0,140,1,0,0,2,235.5,81,62,12.86
0,46,1,1,1.94,1,191.4,102,83.4,18.09
0,134,1,0,0,1,183.8,111,42,6.18
0,92,1,1,3.19,1,172.3,116,83.9,13.31
0,42,1,0,0,1,92.2,108,34,10.56
0,123,1,0,0.26,2,257.9,92,64.6,10.58
0,124,1,0,0,3,157.4,107,42,8.39
0,82,1,0,0,1,143.7,116,39,8.54
0,41,1,1,3,1,191.7,109,79,9.65
1,111,1,0,0,4,132.6,125,42,11.06
0,97,1,0,0,2,239.8,125,60,10.74
0,75,1,0,0,1,143.2,92,43,10.46
1,110,1,0,0,2,271.1,108,67,11.85
0,89,1,0,0,1,134.9,59,37,7.8
0,72,1,0,0.28,2,179.9,113,46.8,7.49
0,97,1,0,0,3,169.7,84,43,8.3
0,101,1,0,0,1,183.9,115,54,12.8
0,127,1,0,0.35,1,134.9,79,45.5,11.08
0,186,1,1,3.92,2,74.3,107,67.2,8.87
0,47,1,1,2.11,2,163.5,77,67.1,10.16
0,108,1,0,0,2,293,88,64,8.03
1,133,1,0,0,2,277.3,138,67,11.42
1,167,1,0,0,4,169.2,124,44,8.67
0,21,1,1,2.57,6,135.9,90,72.7,13.55
0,110,1,0,0,2,159.5,145,45,10.12
0,189,1,0,0,2,227.4,84,54,8.8
0,124,1,0,0,1,188.5,77,48,9.1
0,139,1,0,0,1,221.3,140,52,7.89
0,42,1,0,0,1,146.3,84,47,12.8
0,116,1,1,1.62,2,183.6,138,65.2,10.19
0,65,1,0,0,1,207.7,109,54,10.88
1,93,0,0,0,0,312,109,65,6.47
1,98,1,0,0.38,5,227.1,116,52.8,6.03
0,80,1,1,2.51,0,196.4,115,72.1,7.52
0,36,1,0,0,3,235.1,97,57,9.84
0,98,1,0,0,4,161,117,44,9.55
0,169,1,0,0,3,147.2,115,39,8.1
0,134,1,0,0,0,202.7,105,54,11.25
0,12,1,0,0,2,204.6,98,53,10.63
0,124,1,0,0,2,150.3,101,48,12.8
0,140,1,0,0,1,160.5,114,48,12.03
1,113,1,1,2.35,5,157.8,83,64.5,8.08
0,143,1,0,0.29,1,110.1,113,36.9,8.45
0,86,1,0,0,1,150.5,92,36,6.02
0,69,1,0,0.41,0,195.1,91,60.1,13.08
0,81,1,0,0.28,2,220.8,77,53.8,7.43
0,94,1,0,0,2,220.8,111,51,7.81
0,106,1,0,0,2,147.9,97,43,10.47
0,96,1,0,0.3,1,144,102,47,11.24
0,149,1,1,1.76,0,148.5,106,52.6,5.73
1,79,1,0,0,5,157.6,85,44,9.71
0,90,1,1,3.4,2,156.7,51,81,11.83
0,64,1,1,1.59,8,210,116,71.9,11.64
1,81,1,0,0,1,261.4,141,63,10.79
0,49,1,0,0.15,1,236.6,91,60.5,11.05
0,64,1,1,2.43,3,228.6,88,84.3,12.43
1,78,1,0,0,1,108.6,108,37,10.5
0,117,0,0,0,1,198.4,121,55,12.48
1,76,0,0,0.34,1,241,120,64.4,11.59
0,97,1,0,0,1,112.7,119,38,10.89
0,86,0,0,0,1,266.1,120,61,9.1
0,124,1,0,0,3,251.5,85,61,10.71
0,81,0,1,2.13,1,237.1,76,84.3,13.21
0,146,1,1,3.94,1,176.6,88,83.4,8.14
0,129,1,1,1.78,1,196.6,89,66.8,9.03
0,75,1,1,3.02,1,248.9,93,87.2,8.54
0,47,1,1,2.24,1,172.9,109,64.4,6.88
0,74,1,0,0.22,0,102.7,89,33.2,7.47
0,82,1,1,2.89,1,155.2,131,76.9,12.23
0,30,1,0,0,3,137.6,108,38,8.1
0,87,1,1,2.75,2,125,99,69.5,11.77
0,104,1,0,0,0,97.2,88,30,7.78
0,30,1,0,0,0,247.4,107,58,8.8
0,83,1,0,0,1,208.9,71,54,10.74
0,55,1,0,0,2,286.7,100,61,6.72
0,117,1,1,1.84,1,198.1,86,67.4,8.85
0,70,1,0,0.3,2,156.4,108,45,8.55
0,133,1,0,0,1,162.1,91,46,10.61
0,86,1,0,0,0,217.8,93,56,10.74
1,172,1,0,0,3,287.1,108,64,8.92
0,128,1,0,0,1,187.3,84,55,13.54
0,123,1,0,0,3,206.9,115,55,11.22
0,35,1,0,0,2,179.2,59,55,14.17
0,135,1,0,0.32,3,155.2,100,41.2,6.8
0,94,1,0,0,1,245,112,57,9.02
0,62,1,0,0,2,189.5,122,42,5.19
0,25,1,0,0,2,134.3,98,41,10.12
0,149,0,0,0.27,3,180.9,79,50.7,9.75
0,159,1,1,3.4,2,153.6,93,79,10.85
0,104,1,1,3,1,189.1,112,78,8.91
0,114,1,1,3.13,1,129,77,78.3,14.5
0,136,1,0,0,7,163.4,83,49,12.47
0,74,1,1,3.56,4,154.1,122,78.6,9.77
0,57,1,0,0.2,2,149.3,100,45,10.01
0,114,1,0,0,2,193,101,55,12.5
0,41,1,1,1.59,1,207.3,95,62.9,6.87
0,64,1,0,0.31,3,213.5,93,54.1,8.33
0,91,0,0,0,1,151.8,115,35,5.18
0,179,1,0,0,1,170.7,54,46,9.56
0,106,1,0,0,0,194.8,133,52,10.67
0,59,1,0,0,2,107.8,113,37,10.83
0,149,1,1,2.75,0,147.8,132,76.5,13.84
0,201,1,0,0.24,1,212.7,72,58.4,11.26
1,108,0,0,0.38,2,115.1,114,41.8,10.57
0,70,1,0,0.31,0,177.4,125,53.1,11.31
0,62,1,0,0,4,245.3,91,53,6.15
0,81,1,0,0,1,154.5,84,45,10.81
